State,District,Market,Market Arrivals (2023),Market Arrivals (2022),% (+/-) WRT(previous year),Market%
Madhya Pradesh,Ujjain,Mahidpur,80064.66,78101.18,2.51%,0.54%
Madhya Pradesh,Ujjain,Ujjain,105867.1,154316.7,-31.40%,0.71%
Madhya Pradesh,Ujjain,Ujjain(F&V),1897866.23,1537582.49,23.43%,12.79%
Madhya Pradesh,Ujjain,Unhel,2090.8,2090.8,0%,0.01%
Madhya Pradesh,Vidisha,Shamshabad,290,290,0%,0.00%
Maharashtra,Ahmednagar,Ahmednagar,2766702,2466156.9,12.19%,4.14%
Maharashtra,Ahmednagar,Akole,263231.7,258511.3,1.83%,0.39%
Maharashtra,Ahmednagar,Jamkhed,66759.8,54039.8,23.54%,0.10%
Maharashtra,Ahmednagar,Karjat,5,0,0%,0.00%
Maharashtra,Ahmednagar,Kopargaon,686957.8,575915.3,19.28%,1.03%
Maharashtra,Ahmednagar,Newasa,2768.9,4330.7,-36.06%,0.00%
Maharashtra,Ahmednagar,Newasa(Ghodegaon),3151159.8,2948510.9,6.87%,4.72%
Maharashtra,Ahmednagar,Om Chaitanya Multistate Agro Purpose CoOp Society,11337.39,0,0%,0.02%
Maharashtra,Ahmednagar,Parner,964884.1,825141.8,16.94%,1.44%
Maharashtra,Ahmednagar,Pathardi,101970.6,107346.2,-5.01%,0.15%
Maharashtra,Ahmednagar,Rahata,976150,977950.2,-0.18%,1.46%
Maharashtra,Ahmednagar,Rahuri,1909889.4,1857840.5,2.80%,2.86%
Maharashtra,Ahmednagar,Rahuri(Vambori),649898,598950.6,8.51%,0.97%
Maharashtra,Ahmednagar,Sangamner,1360344.2,1301764,4.50%,2.04%
Maharashtra,Ahmednagar,Shevgaon,97002,72649,33.52%,0.15%
Maharashtra,Ahmednagar,Shree Sairaj Krushi Market,1671.12,0,0%,0.00%
Maharashtra,Ahmednagar,Shrigonda,68206.5,58714.7,16.17%,0.10%
Maharashtra,Ahmednagar,Shrigonda(Gogargaon),5150,5150,0%,0.01%
Maharashtra,Ahmednagar,Shrirampur,1027577.5,982212.7,4.62%,1.54%
Maharashtra,Akola,Akola,8699,2707,221.35%,0.01%
Maharashtra,Amarawati,Amarawati,13866.5,13866.5,0%,0.02%
Maharashtra,Amarawati,Amrawati(Frui & Veg. Market),60463,53110,13.84%,0.09%
Maharashtra,Amarawati,Morshi,1769,1769,0%,0.00%
Maharashtra,Aurangabad,Aurangabad,268113.8,203645.1,31.66%,0.40%
Maharashtra,Aurangabad,Bhagyoday Cotton and Agri Market,3464.6,0,0%,0.01%
Maharashtra,Aurangabad,Fulmbri,100,100,0%,0.00%
Maharashtra,Aurangabad,Gangapur,76267.4,57396.2,32.88%,0.11%
Maharashtra,Aurangabad,Kannad,731,731,0%,0.00%
Maharashtra,Aurangabad,Lasur Station,364049.7,274729.5,32.51%,0.54%
Maharashtra,Aurangabad,Paithan,51733,35467,45.86%,0.08%
Maharashtra,Aurangabad,Vaijpur,614647.6,484694.6,26.81%,0.92%
Maharashtra,Beed,Kada,128305.5,139497.5,-8.02%,0.19%
Maharashtra,Buldhana,Chikali,2,2,0%,0.00%
Maharashtra,Buldhana,Malkapur,32689.6,28870.8,13.23%,0.05%
Maharashtra,Buldhana,Nandura,5922,5910,0.20%,0.01%
Maharashtra,Chandrapur,Chandrapur,758.7,620.7,22.23%,0.00%
Maharashtra,Chandrapur,Chandrapur(Ganjwad),82282.1,77113.6,6.70%,0.12%
Maharashtra,Chandrapur,Varora,1010,0,0%,0.00%
Maharashtra,Dhule,Dhule,552987.6,552024.3,0.17%,0.83%
Maharashtra,Dhule,Janata Agri Market (DLS Agro Infrastructure Pvt Lt,36,0,0%,0.00%
Maharashtra,Dhule,Pratap Nana Mahale Khajgi Bajar Samiti,26168.31,0,0%,0.04%
Maharashtra,Dhule,Sakri,424358.6,304637.6,39.30%,0.64%
Maharashtra,Dhule,Shirpur,11066.2,11643.7,-4.96%,0.02%
Maharashtra,Jalana,Jalana,128,128,0%,0.00%
Maharashtra,Jalgaon,Amalner,6343,6247,1.54%,0.01%
Maharashtra,Jalgaon,Bhusaval,3158,1642,92.33%,0.00%
Maharashtra,Jalgaon,Bodwad(Varangaon),0,10,0%,0%
Maharashtra,Jalgaon,Chalisgaon,248416.9,221712.4,12.04%,0.37%
Maharashtra,Jalgaon,Chopada,132.2,132.2,0%,0.00%
Maharashtra,Jalgaon,Jalgaon,194414.1,181160.8,7.32%,0.29%
Maharashtra,Jalgaon,Yawal,127058,108675,16.92%,0.19%
Maharashtra,Kolhapur,Kolhapur,1496108.5,1414910.3,5.74%,2.24%
Maharashtra,Kolhapur,Kolhapur(Laxmipuri),0,351.3,0%,0%
Maharashtra,Kolhapur,Kolhapur(Malkapur),403.1,430.3,-6.32%,0.00%
Maharashtra,Kolhapur,Vadgaonpeth,1588,464,242.24%,0.00%
Maharashtra,Mumbai,All India Cottonseed Crushers Association,0,7,0%,0%
Maharashtra,Mumbai,Fruit Market,0,1.5,0%,0%
Maharashtra,Mumbai,Mumbai,832888.9,1113866,-25.23%,1.25%
Maharashtra,Mumbai,Vashi New Mumbai,2973557,2844170.1,4.55%,4.45%
Maharashtra,Nagpur,Hingna,1,0,0%,0.00%
Maharashtra,Nagpur,Kalmeshwar,0,2,0%,0%
Maharashtra,Nagpur,Kamthi,1599,1224,30.64%,0.00%
Maharashtra,Nagpur,Nagpur,567035.9,582438.7,-2.64%,0.85%
Maharashtra,Nagpur,Ramtek,4750.3,4545.3,4.51%,0.01%
Maharashtra,Nandurbar,Navapur,740.3,383.9,92.84%,0.00%
Maharashtra,Nashik,Chandvad,1813571.3,1612546,12.47%,2.71%
Maharashtra,Nashik,Devala,1332690.8,1188820.1,12.10%,1.99%
Maharashtra,Nashik,Dindori,98080.6,98771.6,-0.70%,0.15%
Maharashtra,Nashik,Dindori(Vani),1042734.1,973961.2,7.06%,1.56%
Maharashtra,Nashik,Kalvan,1376391,1239863.5,11.01%,2.06%
Maharashtra,Nashik,Lasalgaon,4101958.6,3819492.1,7.40%,6.14%
Maharashtra,Nashik,Lasalgaon(Niphad),701733.9,673573.7,4.18%,1.05%
Maharashtra,Nashik,Lasalgaon(Vinchur),1124387,716120,57.01%,1.68%
Maharashtra,Nashik,Malegaon,762805.3,829297.4,-8.02%,1.14%
Maharashtra,Nashik,Malegaon(Umarane),1039397.8,1182379.2,-12.09%,1.56%
Maharashtra,Nashik,Malharshree Farmers Producer Co Ltd,7368.46,0,0%,0.01%
Maharashtra,Nashik,Mankamneshwar Farmar Producer CoLtd Sanchalit Mank,480.38,0,0%,0.00%
Maharashtra,Nashik,Manmad,1690419.7,1582119.2,6.85%,2.53%
Maharashtra,Nashik,Nampur,610415,433175,40.92%,0.91%
Maharashtra,Nashik,Nandgaon,1203617.7,1002727.3,20.03%,1.80%
Maharashtra,Nashik,Nashik(Devlali),1448.9,3062.2,-52.68%,0.00%
Maharashtra,Nashik,Nasik,575986.4,543491.2,5.98%,0.86%
Maharashtra,Nashik,Pimpalgaon,4644108.4,4141690.6,12.13%,6.95%
Maharashtra,Nashik,Pimpalgaon Baswant(Saykheda),1225255.1,1153598.7,6.21%,1.83%
Maharashtra,Nashik,Satana,1348310.5,1197868.9,12.56%,2.02%
Maharashtra,Nashik,Shivsiddha Govind Producer Company Limited Sanchal,59278.79,0,0%,0.09%
Maharashtra,Nashik,Shree Rameshwar Krushi Market,124781.55,0,0%,0.19%
Maharashtra,Nashik,Sinner,1069498.6,1126478.8,-5.06%,1.60%
Maharashtra,Nashik,Suragana,5,0,0%,0.00%
Maharashtra,Nashik,Umrane,742606,527275,40.84%,1.11%
Maharashtra,Nashik,Yeola,2965743.6,2912332.8,1.83%,4.44%
Maharashtra,Osmanabad,Osmanabad,6666.3,2709,146.08%,0.01%
Maharashtra,Osmanabad,Paranda,4379,3760,16.46%,0.01%
Maharashtra,Osmanabad,Tuljapur,9,9,0%,0.00%
Maharashtra,Osmanabad,Washi(Osmanabad),59.5,59.5,0%,0.00%
Maharashtra,Parbhani,Parbhani,3190,4567,-30.15%,0.00%
Maharashtra,Pune,Baramati,13278.1,11878.9,11.78%,0.02%
Maharashtra,Pune,Dound,485,485,0%,0.00%
Maharashtra,Pune,Indapur,14756.9,14367.2,2.71%,0.02%
Maharashtra,Pune,Junnar,378540.5,353941.6,6.95%,0.57%
Maharashtra,Pune,Junnar(Alephata),898364.4,765847.4,17.30%,1.34%
Maharashtra,Pune,Junnar(Narayangaon),1472,657,124.05%,0.00%
Maharashtra,Pune,Junnar(Otur),492654.6,445229.7,10.65%,0.74%
Maharashtra,Pune,Khed(Chakan),329234.4,311547.5,5.68%,0.49%
Maharashtra,Pune,Maanachar,471505.4,359259,31.24%,0.71%
Maharashtra,Pune,Mulshi,2,2,0%,0.00%
Maharashtra,Pune,Pune,4230831.8,4108958.4,2.97%,6.33%
Maharashtra,Pune,Pune(Hadapsar),4268.6,4283.5,-0.35%,0.01%
Maharashtra,Pune,Pune(Khadiki),8161,8283.3,-1.48%,0.01%
Maharashtra,Pune,Pune(Manjri),6599,4048,63.02%,0.01%
Maharashtra,Pune,Pune(Moshi),36456,23073,58.00%,0.05%
Maharashtra,Pune,Pune(Pimpri),5763.8,5016.4,14.90%,0.01%
Maharashtra,Raigad,Karjat(Raigad),34323.7,21428.7,60.18%,0.05%
Maharashtra,Raigad,Panvel,1706,1706,0%,0.00%
Maharashtra,Raigad,Pen,6744,3502.2,92.56%,0.01%
Maharashtra,Ratnagiri,Ratnagiri (Nachane),3682.4,3697.4,-0.41%,0.01%
Maharashtra,Sangli,Aatpadi,10,11,-9.09%,0.00%
Maharashtra,Sangli,Palus,33,33,0%,0.00%
Maharashtra,Sangli,"Sangli(Phale, Bhajipura Market)",466347.7,402126,15.97%,0.70%
Maharashtra,Sangli,Vita,824.5,634.5,29.94%,0.00%
Maharashtra,Satara,Jawali,0.7,0.7,0%,0.00%
Maharashtra,Satara,Karad,59283.2,61276.2,-3.25%,0.09%
Maharashtra,Satara,Koregaon,2067.3,2128.8,-2.89%,0.00%
Maharashtra,Satara,Lonand,218106.6,211485.9,3.13%,0.33%
Maharashtra,Satara,Palthan,85764.5,86069.9,-0.35%,0.13%
Maharashtra,Satara,Satara,63022.7,60385.7,4.37%,0.09%
Maharashtra,Satara,Vai,9741,9262,5.17%,0.01%
Maharashtra,Sholapur,Akluj,18815.9,15020.9,25.26%,0.03%
Maharashtra,Sholapur,Barshi,34076.9,28867.3,18.05%,0.05%
Maharashtra,Sholapur,Karmala,688.9,763.8,-9.81%,0.00%
Maharashtra,Sholapur,Kurdwadi,12340.6,15760.1,-21.70%,0.02%
Maharashtra,Sholapur,Kurdwadi(Modnimb),24080.5,19012,26.66%,0.04%
Maharashtra,Sholapur,Laxmi Sopan Agriculture Produce Marketing Co Ltd,1977.3,0,0%,0.00%
Maharashtra,Sholapur,Mangal Wedha,10721,8289,29.34%,0.02%
Maharashtra,Sholapur,Pandharpur,68587.7,62599.2,9.57%,0.10%
Maharashtra,Sholapur,Sangola,160.8,163.7,-1.77%,0.00%
Maharashtra,Sholapur,Solapur,5758935.1,5381413.2,7.02%,8.62%
Maharashtra,Thane,Bhivandi,24018.4,24022.9,-0.02%,0.04%
Maharashtra,Thane,Kalyan,542.9,547.8,-0.89%,0.00%
Maharashtra,Thane,Murbad,309,279,10.75%,0.00%
Maharashtra,Thane,Palghar,4693.9,5329.1,-11.92%,0.01%
Maharashtra,Thane,Ulhasnagar,38033,43035.5,-11.62%,0.06%
Maharashtra,Thane,Vasai,4290,4591.6,-6.57%,0.01%
Maharashtra,Wardha,Wardha,675,0,0%,0.00%
Manipura,Bishnupur,Bishenpur,2581.1,2290.5,12.69%,10.85%
Manipura,Chandel,Moreh,541.3,507,6.77%,2.28%
Manipura,Imphal East,Lamlong Bazaar,3829.2,3446.2,11.11%,16.10%
Manipura,Imphal West,Imphal,13502.8,12623.9,6.96%,56.78%
Manipura,Thoubal,Thoubal,3324.9,3049.8,9.02%,13.98%
Meghalaya,South Garo Hills,Baghmara,0.8,0.8,0%,0.03%
Meghalaya,South West Garo Hills,Ampati,19,19,0%,0.65%
Meghalaya,West Garo Hills,Dadengiri,275.75,274.95,0.29%,9.44%
Meghalaya,West Garo Hills,Garobadha,1150.75,1216.75,-5.42%,39.38%
Meghalaya,West Garo Hills,Rongram,181.3,175.7,3.19%,6.20%
Meghalaya,West Garo Hills,Tura,1267.38,1319.38,-3.94%,43.37%
Meghalaya,West Jaintia Hills,Jowai,15,15,0%,0.51%
Meghalaya,West Khasi Hills,Nongstoin,12,0,0%,0.41%
Mizoram,Aizawl,Champhai,11.23,29.03,-61.32%,3.70%
Mizoram,Aizawl,New Market Aizawl,235.57,307.58,-23.41%,77.66%
Mizoram,Lungli,Lungli,26.02,28.21,-7.76%,8.58%
Mizoram,Lungli,Super Market Lungli (Bara Bazar),30.53,14190.53,-99.78%,10.06%
Nagaland,Dimapur,4th Mile Dimapur,500.58,500.58,0%,16.06%
Nagaland,Dimapur,Dimapur,253,253,0%,8.12%
Nagaland,Dimapur,Niuland,101,0,0%,3.24%
Nagaland,Kohima,Jalukie,492.94,130,279.18%,15.82%
Nagaland,Kohima,Kohima,1119.18,1119.18,0%,35.91%
Nagaland,Mokokchung,Mangkolemba,55.46,0,0%,1.78%
Nagaland,Mokokchung,Mokokchung Town,301.91,138.97,117.25%,9.69%
Nagaland,Peren,Tenning,66.15,39,69.62%,2.12%
Nagaland,Wokha,Wokha Town,109,141.9,-23.19%,3.50%
Nagaland,Zunheboto,Zunheboto,117.04,117.04,0%,3.76%
Delhi,Delhi,Azadpur,3576567.9,3616447.8,-1.10%,63.40%
Delhi,Delhi,Keshopur,394978.74,401307.95,-1.58%,7.00%
Delhi,Delhi,Narela,10.7,208.7,-94.87%,0.00%
Delhi,Delhi,Shahdara,1669534.27,1611921.78,3.57%,29.60%
Odisha,Angul,Angaura,4123.5,4085.4,0.93%,0.17%
Odisha,Angul,Angul,20286.6,23803,-14.77%,0.82%
Odisha,Angul,Angul(Atthamallick),3093.6,2485.8,24.45%,0.12%
Odisha,Angul,Angul(Jarapada),10170,10342.8,-1.67%,0.41%
Odisha,Angul,Pallahara,221.08,221.08,0%,0.01%
Odisha,Angul,Talcher,4737.55,10297.4,-53.99%,0.19%
Odisha,Balasore,Bampada,15441,16754.5,-7.84%,0.62%
Odisha,Balasore,Barikpur,12784,12787,-0.02%,0.51%
Odisha,Balasore,Jaleswar,78724.1,76443.2,2.98%,3.16%
Odisha,Balasore,Nilagiri,10746,9941,8.10%,0.43%
Odisha,Bargarh,Attabira,1179.12,1361.32,-13.38%,0.05%
Odisha,Bargarh,Bargarh,617812.46,638720.87,-3.27%,24.82%
Odisha,Bargarh,Bargarh(Barapalli),36468.72,28876.62,26.29%,1.47%
Odisha,Bargarh,Godabhaga,712.14,667.74,6.65%,0.03%
Odisha,Bargarh,Padampur,5249.5,5264.5,-0.28%,0.21%
Odisha,Bargarh,Sohela,3753.8,3759.5,-0.15%,0.15%
Odisha,Bhadrak,Bhadrak,64692.52,66618.72,-2.89%,2.60%
Odisha,Bhadrak,Chandabali,126996.6,143190.8,-11.31%,5.10%
Odisha,Bhadrak,Sahidngar,7587.22,7587.22,0%,0.30%
Odisha,Bolangir,Bolangir,11348.6,10521.1,7.87%,0.46%
Odisha,Bolangir,Bolangir(Patnagarh),1,1,0%,0.00%
Odisha,Bolangir,Kantabaji,3956.58,5094.48,-22.34%,0.16%
Odisha,Bolangir,Tusura,7179,6750.9,6.34%,0.29%
Odisha,Boudh,Boudh,2047.9,2322.3,-11.82%,0.08%
Odisha,Boudh,Khunthabandha,1887.56,1965.96,-3.99%,0.08%
Odisha,Cuttack,Athagarh,1038.1,1038.1,0%,0.04%
Odisha,Cuttack,Banki,236.5,291.7,-18.92%,0.01%
Odisha,Cuttack,Kendupatna,39457.28,39656.71,-0.50%,1.59%
Odisha,Cuttack,Kendupatna(Niali),32187.8,32187.8,0%,1.29%
Odisha,Deogarh,Deogarh,7224.7,8179.7,-11.68%,0.29%
Odisha,Deogarh,Tileibani,227.4,227.4,0%,0.01%
Odisha,Dhenkanal,Dhenkanal,192093.25,210543.34,-8.76%,7.72%
Odisha,Dhenkanal,Hindol,4346.75,3637.65,19.49%,0.17%
Odisha,Dhenkanal,Kamakhyanagar,245045.35,244524.55,0.21%,9.85%
Odisha,Dhenkanal,Mottagaon,130947.03,130947.03,0%,5.26%
Odisha,Gajapati,Kasinagar,5905,5905,0%,0.24%
Odisha,Gajapati,Parlakhemundi,10956.2,16320.9,-32.87%,0.44%
Odisha,Ganjam,Bhanjanagar,14077.3,22335.2,-36.97%,0.57%
Odisha,Ganjam,Digapahandi,5453.64,6936.18,-21.37%,0.22%
Odisha,Ganjam,Hinjilicut,82095.49,77245.29,6.28%,3.30%
Odisha,Jagatsinghpur,Jagatsinghpur,540,884.8,-38.97%,0.02%
Odisha,Jajpur,Jajpur,79549.89,79903.76,-0.44%,3.20%
Odisha,Jajpur,Jhumpura,13502.85,13506.85,-0.03%,0.54%
Odisha,Jharsuguda,Jharsuguda,8736.5,10477.2,-16.61%,0.35%
Odisha,Kalahandi,Bhawanipatna,12296.1,10509.4,17.00%,0.49%
Odisha,Kalahandi,Junagarh,9882.95,10263.38,-3.71%,0.40%
Odisha,Kalahandi,Kalahandi(Dharamagarh),6094.93,6090.63,0.07%,0.24%
Odisha,Kalahandi,Kesinga,25109.4,25231.5,-0.48%,1.01%
Odisha,Kalahandi,Mukhiguda,2035.97,2035.97,0%,0.08%
Odisha,Kandhamal,Kandhamal,2649.3,2649.3,0%,0.11%
Odisha,Kandhamal,Tikabali,4,4,0%,0.00%
Odisha,Kendrapara,Chatta Krushak Bazar,3443.5,3417.5,0.76%,0.14%
Odisha,Kendrapara,Gopa,4094.5,4044.5,1.24%,0.16%
Odisha,Kendrapara,Kendrapara,9121,9094,0.30%,0.37%
Odisha,Kendrapara,Kendrapara(Marshaghai),5255,5229,0.50%,0.21%
Odisha,Kendrapara,Pattamundai,4258.5,4238.5,0.47%,0.17%
Odisha,Keonjhar,Champua,5537.55,6782.6,-18.36%,0.22%
Odisha,Keonjhar,Keonjhar,2579.32,2990.02,-13.74%,0.10%
Odisha,Keonjhar,Keonjhar(Dhekikote),1414.76,1329.68,6.40%,0.06%
Odisha,Keonjhar,Keonjhar(Jhumpura),4493.23,4574.73,-1.78%,0.18%
Odisha,Keonjhar,Saharpada,957.6,785.2,21.96%,0.04%
Odisha,Khurda,Aiginia Mandi,82431,82431,0%,3.31%
Odisha,Khurda,Balugaon,10993.5,10870,1.14%,0.44%
Odisha,Khurda,Damana Hat,13349,13349,0%,0.54%
Odisha,Khurda,Jatni,86333.6,88682.6,-2.65%,3.47%
Odisha,Koraput,Jeypore,16321.9,16876.4,-3.29%,0.66%
Odisha,Koraput,Jeypore(Kotpad),12983.2,13404.44,-3.14%,0.52%
Odisha,Koraput,Koraput,2154,2154,0%,0.09%
Odisha,Koraput,Koraput(Semilguda),15625,15625,0%,0.63%
Odisha,Malkangiri,Malkanagiri,1148.45,2580.98,-55.50%,0.05%
Odisha,Malkangiri,Malkangiri(Korakunda),169.62,399.68,-57.56%,0.01%
Odisha,Mayurbhanja,Baripada,48046.41,53942.71,-10.93%,1.93%
Odisha,Mayurbhanja,Betnoti,31258.24,41036.24,-23.83%,1.26%
Odisha,Mayurbhanja,Chuliaposi,1129.7,903.7,25.01%,0.05%
Odisha,Mayurbhanja,Karanjia,2283.3,2962.1,-22.92%,0.09%
Odisha,Mayurbhanja,Saraskana,792.65,792.65,0%,0.03%
Odisha,Mayurbhanja,Udala,9471.1,9368,1.10%,0.38%
Odisha,Nayagarh,Bahadajholla,21964.4,21964.4,0%,0.88%
Odisha,Nayagarh,Sarankul,21547.5,21547.5,0%,0.87%
Odisha,Nowarangpur,Nabarangpur(Umerkote),123.3,127.3,-3.14%,0.00%
Odisha,Nowarangpur,Nawarangpur,2277,2706.4,-15.87%,0.09%
Odisha,Nuapada,Khariar,4481.75,4252.25,5.40%,0.18%
Odisha,Nuapada,Khariar Road,5755.12,6035.57,-4.65%,0.23%
Odisha,Puri,Gabadkunda,724.9,724.9,0%,0.03%
Odisha,Puri,Nimapara,7853.2,11260.8,-30.26%,0.32%
Odisha,Puri,Puri(Brahmagiri),655.9,920.7,-28.76%,0.03%
Odisha,Puri,Sakhigopal,1902.5,2220.6,-14.32%,0.08%
Odisha,Rayagada,Gunpur,1704.3,2686.8,-36.57%,0.07%
Odisha,Rayagada,Rayagada,6358.78,7460.88,-14.77%,0.26%
Odisha,Rayagada,Rayagada(Muniguda),4739.22,5352.12,-11.45%,0.19%
Odisha,Sambalpur,Gosala,1810.7,1810.7,0%,0.07%
Odisha,Sambalpur,Kuchinda,1929.9,1997.15,-3.37%,0.08%
Odisha,Sambalpur,Rairakhol,6530.75,6674.95,-2.16%,0.26%
Odisha,Sambalpur,Sahaspur,1053.52,1053.52,0%,0.04%
Odisha,Sambalpur,Sambalpur,2225.23,9361.23,-76.23%,0.09%
Odisha,Sonepur,Birmaharajpur,3482.35,3100.25,12.32%,0.14%
Odisha,Sonepur,Dungurapalli,2161.11,2642.32,-18.21%,0.09%
Odisha,Sonepur,Pandkital,656.15,632.11,3.80%,0.03%
Odisha,Sundergarh,Bonai,5403.7,5229.6,3.33%,0.22%
Odisha,Sundergarh,Panposh,7252,7362,-1.49%,0.29%
Odisha,Sundergarh,Sargipali,17626.8,18215.9,-3.23%,0.71%
Panjab,Amritsar,Ajnala,3176.3,3344.68,-5.03%,0.08%
Panjab,Amritsar,Amritsar,22681,23731,-4.42%,0.56%
Panjab,Amritsar,Amritsar(Amritsar Mewa Mandi),600768.9,589336.4,1.94%,14.72%
Panjab,Amritsar,Gehri,3635.5,3861.46,-5.85%,0.09%
Panjab,Amritsar,Gehri(Jandiala mandi),157.95,152.65,3.47%,0.00%
Panjab,Amritsar,Mehta,177.3,177.3,0%,0.00%
Panjab,Amritsar,Rayya,1531.82,1401.46,9.30%,0.04%
Panjab,Barnala,Barnala,383413.73,381246.11,0.57%,9.40%
Panjab,Barnala,Dhanaula,30,30.2,-0.66%,0.00%
Panjab,Barnala,Tapa,53.81,62.51,-13.92%,0.00%
Panjab,Bhatinda,Bathinda,57884.2,55062.75,5.12%,1.42%
Panjab,Bhatinda,Bhagta Bhai Ka,472.89,361.81,30.70%,0.01%
Panjab,Bhatinda,Bhucho,569.24,829.87,-31.41%,0.01%
Panjab,Bhatinda,Goniana,475.2,507.8,-6.42%,0.01%
Panjab,Bhatinda,Goniana(Mehma Sarja),0.3,0.3,0%,0.00%
Panjab,Bhatinda,Maur,3135.42,3135.54,0.00%,0.08%
Panjab,Bhatinda,Raman,7316.9,7118.7,2.78%,0.18%
Panjab,Bhatinda,Rampura Phul,1745.4,3350,-47.90%,0.04%
Panjab,Bhatinda,Rampuraphul(Nabha Mandi),7662.87,9386.37,-18.36%,0.19%
Panjab,Bhatinda,Talwandi Sabo,1392.94,1257.85,10.74%,0.03%
Panjab,Faridkot,Faridkot,51094.31,52421.34,-2.53%,1.25%
Panjab,Faridkot,Jaitu,1033.33,546.54,89.07%,0.03%
Panjab,Faridkot,Kotkapura,22636,26418.2,-14.32%,0.55%
Panjab,Faridkot,Sadiq,40.9,40.9,0%,0.00%
Panjab,Fatehgarh,Bassi Pathana,5954.7,6101,-2.40%,0.15%
Panjab,Fatehgarh,Khamano,332.15,320.9,3.51%,0.01%
Panjab,Fatehgarh,Sirhind,20216.42,19560.83,3.35%,0.50%
Panjab,Fazilka,Abohar,41964.42,40737.8,3.01%,1.03%
Panjab,Fazilka,Fazilka,50623.27,49758.91,1.74%,1.24%
Panjab,Fazilka,Fazilka (Ladhuka),5.66,6.08,-6.91%,0.00%
Panjab,Fazilka,Jalalabad,10450.2,10246.15,1.99%,0.26%
Panjab,Ferozpur,Ferozepur Cantt.,6563.31,6569.88,-0.10%,0.16%
Panjab,Ferozpur,Firozepur City,136381.5,170440.1,-19.98%,3.34%
Panjab,Ferozpur,Guru Har Sahai,5774.4,5983.6,-3.50%,0.14%
Panjab,Ferozpur,Makhu,4972.65,5032.45,-1.19%,0.12%
Panjab,Ferozpur,Mamdot,8381.03,8246.13,1.64%,0.21%
Panjab,Ferozpur,Mamdot(Tibbi Khurd),22.8,22.8,0%,0.00%
Panjab,Ferozpur,Talwandi Bhai,12.42,12.42,0%,0.00%
Panjab,Ferozpur,Zira,6184.7,6571.99,-5.89%,0.15%
Panjab,Gurdaspur,Batala,17411.9,18821.2,-7.49%,0.43%
Panjab,Gurdaspur,Dera Baba Nanak,0.25,0.25,0%,0.00%
Panjab,Gurdaspur,Dhariwal,4797.63,5292.28,-9.35%,0.12%
Panjab,Gurdaspur,Dinanagar,5764.5,5253.41,9.73%,0.14%
Panjab,Gurdaspur,F.G.Churian,461.64,402.03,14.83%,0.01%
Panjab,Gurdaspur,Gurdaspur,27893.7,29332.5,-4.91%,0.68%
Panjab,Gurdaspur,Kalanaur,3.8,0.1,3700%,0.00%
Panjab,Gurdaspur,Quadian,3024.1,3249.7,-6.94%,0.07%
Panjab,Gurdaspur,Sri Har Gobindpur,2.8,4.1,-31.71%,0.00%
Panjab,Gurdaspur,Sri Har Gobindpur(Harechowal),2.9,2.7,7.41%,0.00%
Panjab,Hoshiarpur,Dasuya,11548.4,11522.1,0.23%,0.28%
Panjab,Hoshiarpur,Garh Shankar,30843.86,29002.78,6.35%,0.76%
Panjab,Hoshiarpur,Garh Shankar(Mahalpur),11648.91,10389.31,12.12%,0.29%
Panjab,Hoshiarpur,GarhShankar (Kotfatuhi),696.39,611.02,13.97%,0.02%
Panjab,Hoshiarpur,Hoshiarpur,65287.65,72829.65,-10.36%,1.60%
Panjab,Hoshiarpur,Mukerian,5094.72,5023.8,1.41%,0.12%
Panjab,Hoshiarpur,Mukerian(Talwara),1901.92,1929.47,-1.43%,0.05%
Panjab,Hoshiarpur,Tanda Urmur,291128.25,291560.08,-0.15%,7.13%
Panjab,Jalandhar,Adampur,5168.4,5721.1,-9.66%,0.13%
Panjab,Jalandhar,Bhogpur,6.15,6.15,0%,0.00%
Panjab,Jalandhar,Bilga,2079.62,1558.91,33.40%,0.05%
Panjab,Jalandhar,Goraya,2310.03,2486.18,-7.09%,0.06%
Panjab,Jalandhar,Jalandhar City,138216.8,168857.5,-18.15%,3.39%
Panjab,Jalandhar,Jalandhar City(Faintan Ganj),900,900,0%,0.02%
Panjab,Jalandhar,Jalandhar City(Jalandhar),104788.8,104788.8,0%,2.57%
Panjab,Jalandhar,Lohian Khas,2.4,2.45,-2.04%,0.00%
Panjab,Jalandhar,Mehatpur,275.28,279.28,-1.43%,0.01%
Panjab,Jalandhar,Nakodar,154.8,158.6,-2.40%,0.00%
Panjab,Jalandhar,Noor Mehal,354.58,331.71,6.89%,0.01%
Panjab,Jalandhar,Phillaur,1348.4,1380.3,-2.31%,0.03%
Panjab,Jalandhar,Phillaur(Apra Mandi),671.06,710.86,-5.60%,0.02%
Panjab,Jalandhar,Shahkot,31.4,31.3,0.32%,0.00%
Panjab,kapurthala,Bhulath,0.53,3.53,-84.99%,0.00%
Panjab,kapurthala,Dhilwan,3398,3398,0%,0.08%
Panjab,kapurthala,Kapurthala,2547.73,3122.12,-18.40%,0.06%
Panjab,kapurthala,Phagwara,135812.06,136663.7,-0.62%,3.33%
Panjab,kapurthala,Sultanpur,1456.9,1456.6,0.02%,0.04%
Panjab,Ludhiana,Doraha,6906.19,6801.62,1.54%,0.17%
Panjab,Ludhiana,Jagraon,29535.26,34414.03,-14.18%,0.72%
Panjab,Ludhiana,Khanna,141401.2,142210.1,-0.57%,3.46%
Panjab,Ludhiana,Ludhiana,562956,567316,-0.77%,13.79%
